scenario_id,truth_source,road_level,weather,time,low_velocity_ratio[%],average_ego_velocity[m/s],average_velocity[m/s],flow[/s],area_occ[%]
20241114_175658_n000004,robosense,城区道路,雨天,night,0.3254888962545575,10.712917229467294,3.9200134968893527,0.3677448675613628,0.07571110779770737
20241114_181827_n000001,robosense,高速/快速路,雨天,night,0.007638658253072069,16.826037211750087,11.199441427864606,0.31595561282121964,0.031237551802419033
20241114_181827_n000002,robosense,高速/快速路,雨天,night,0.06624710168930109,12.676711022917283,9.946682164747685,0.5772777103122413,0.10418359794456956
20241114_181827_n000003,robosense,高速/快速路,雨天,night,0.06363937686443487,5.070363530015523,5.15456506256095,0.6913984045073656,0.16360232443940176
20241114_181827_n000004,robosense,高速/快速路,雨天,night,0.0,10.631633233960807,9.02930366673904,0.7074899270356548,0.1218676272649528
20241114_181827_n000005,robosense,高速/快速路,雨天,night,0.0,19.685916976109997,9.532909508730409,0.21794126453586896,0.01703990734412397
20241114_184722_n000001,robosense,高速/快速路,雨天,night,0.004970178926441352,15.228706493244305,15.649421603096215,0.5223995227936593,0.027344744215824467
20241114_184722_n000002,robosense,高速/快速路,雨天,night,0.0,16.433622692244754,16.199592231773483,0.6036523780031396,0.034010572077918556
20241114_184722_n000003,robosense,高速/快速路,雨天,night,0.0,17.421751026767204,16.10637636135539,0.5927157995842371,0.034260039590325156
20241114_184722_n000004,robosense,高速/快速路,雨天,night,0.0,18.502538739586445,16.08974937939788,0.795803624114952,0.028066783507085056
20241114_184722_n000005,robosense,高速/快速路,雨天,night,0.0,19.596716523843522,13.260312014932996,0.8478049844428802,0.036961182335914784
20241114_184722_n000006,robosense,高速/快速路,雨天,night,0.030222517436067752,11.420849623990385,11.015745977419076,0.9697477699838932,0.06733312440870999
20241114_184722_n000007,robosense,高速/快速路,雨天,night,0.11361377939715138,7.04588172280735,6.538130317919997,1.0464764117501182,0.09498607365636313
20241114_184722_n000008,robosense,高速/快速路,雨天,night,0.06695392774279085,8.647820993511546,7.5491956298508045,0.9315598533383563,0.07959356148273314
20241114_192905_n000001,robosense,城区道路,雨天,night,0.4113357640039775,8.277633905142277,3.9070398309197647,0.3862477364806389,0.07290647287311736
20241114_194813_n000001,robosense,高速/快速路,雨天,night,0.40622906898861355,8.484450894026049,4.796958295144809,0.3931305232502224,0.054211456531291495
20241114_194813_n000002,robosense,高速/快速路,雨天,night,0.0,15.163360232172238,14.140912550081355,0.7395164268379656,0.042679520803284444
20241114_194813_n000003,robosense,高速/快速路,雨天,night,0.0,16.08316086837991,15.277939685913351,1.203641732861125,0.08048636586082325
20241114_194813_n000004,robosense,高速/快速路,雨天,night,0.0,17.867648999001684,16.403028293645132,1.0293536755435626,0.05729739251362539
20241114_194813_n000005,robosense,高速/快速路,雨天,night,0.0,21.17368267416242,19.23836690984758,0.8797784336141313,0.05291119194909888
20241114_194813_n000006,robosense,高速/快速路,雨天,night,0.0,19.087184910753656,17.039497270711813,0.8670004459411664,0.038388210604908844
20241114_194813_n000007,robosense,高速/快速路,雨天,night,0.0,20.143766735021178,20.163370675885258,0.8595842968939088,0.029718906095129755
20241114_194813_n000008,robosense,高速/快速路,雨天,night,0.0,20.512839432649834,18.318594123861715,0.652102091259501,0.03231431911351062
20241114_194813_n000009,robosense,高速/快速路,雨天,night,0.0,18.81098819845123,16.08431876854295,0.8073910009864819,0.031361464586754144
20241114_194813_n000011,robosense,高速/快速路,雨天,night,0.0,17.804795633195784,14.583858257684714,0.5476549712812583,0.023427447197697418
20241114_204241_n000001,robosense,高速/快速路,雨天,night,0.018230029830957905,21.33892371532162,15.935657549937014,0.33890730253500256,0.019305000052407206
20241114_204241_n000002,robosense,高速/快速路,雨天,night,0.0,22.94894722845379,13.422422480333191,0.30838806813885106,0.015245591630280988
20241114_204241_n000003,robosense,高速/快速路,雨天,night,0.0,23.1035238579138,14.416089627753554,0.36847356711853974,0.01878429005137352
20241114_211524_n000001,robosense,高速/快速路,雨天,night,0.0,19.73471619318683,15.595538299457,0.43228803716948555,0.02588783777691647
20241114_211524_n000002,robosense,高速/快速路,雨天,night,0.0,21.379821190467247,19.488134236461242,0.5339344113261529,0.02747375585617794
20241114_212919_n000001,robosense,高速/快速路,雨天,night,0.0,19.45786915191873,15.77726970620686,0.34960923853207876,0.011591043780903606
20241114_212919_n000002,robosense,高速/快速路,雨天,night,0.0,19.885426326267442,19.150176729940718,0.8121466816912892,0.025852396119557326
20241114_212919_n000003,robosense,高速/快速路,雨天,night,0.0,19.661755841130244,20.914946438849235,1.0393389403082556,0.030656084090829493
20241114_212919_n000004,robosense,高速/快速路,雨天,night,0.0,20.72314870096471,11.270852953526246,0.39951786574638526,0.012228662441742299
20241114_215210_n000001,robosense,高速/快速路,雨天,night,0.0,22.364691183045235,15.568502495125347,0.42534082885232644,0.013093928028502108
20241114_215210_n000002,robosense,高速/快速路,雨天,night,0.0,21.235170957495605,18.440557558139165,0.5289555948545017,0.01873041970219039
20241114_223616_n000001,robosense,城区道路,雨天,night,0.19191249585681142,10.054727867453483,3.860151477286803,0.16128609441811576,0.019469123940989392
20241114_223616_n000002,robosense,城区道路,雨天,night,0.3870646766169154,12.822597169901902,8.342041859327637,0.4271963479514231,0.05612404879433344
20241114_223616_n000003,robosense,城区道路,雨天,night,0.16755142667551426,13.226924138793246,10.50752005203246,0.32048539030137185,0.031445070000796584
20241114_223616_n000004,robosense,城区道路,雨天,night,0.2536520584329349,13.02834850380005,4.823804492920219,0.1160297641527228,0.016562656696993534
20241114_223616_n000005,robosense,城区道路,雨天,night,0.2431086017934241,13.274527863903808,5.26863609153143,0.1422743322426884,0.018433410733818864
20241114_223616_n000006,robosense,城区道路,雨天,night,0.35671483961931616,13.532547442945715,2.89902275390437,0.09432593244020747,0.013412803393227772
20241114_223616_n000007,robosense,城区道路,雨天,night,0.2637508283631544,13.008152648417612,3.5781069046427505,0.11484473883441206,0.023296505789558195
20241114_223616_n000008,robosense,城区道路,雨天,night,0.40351458885941643,12.748561310993425,7.313038478006375,0.3503863744041548,0.04647941655645585
20241114_223616_n000009,robosense,城区道路,雨天,night,0.2909754479097545,14.743912394157235,9.315755608074744,0.33112295319914203,0.0330852760490288
20241114_223616_n000010,robosense,城区道路,雨天,night,0.5911052107534019,13.447849186983975,4.9229334720558615,0.16509852588193916,0.028101386774612172
20241111_155436_n000002,autolabel,高速/快速路,晴天,afternoon,1.0,0.0,0.0,0.0,0.017561470062233825
